Iteration,temps total,temps attente agv2,stock max warehouse
5189,6113.36,91.93,1
5190,6132.68,101.94,1
5191,6087.57,90.45,1
5192,6071.12,83.96,1
5193,6121.73,91.83,1
5194,6125.18,92.86,1
5195,6086.29,89.89,1
5196,6174.54,101.11,1
5197,6171.09,94.54,1
5198,6077.53,82.99,1
5199,6134.01,90.05,1
5200,6059.22,82.50,1
5201,6103.72,90.39,1
5202,6133.68,92.89,1
5203,6124.17,82.41,1
5204,6140.79,91.19,1
5205,6145.10,83.94,1
5206,6146.99,88.49,1
5207,6106.94,95.36,1
5208,6059.94,91.07,1
5209,6086.81,89.17,1
5210,6097.12,93.84,1
5211,6130.89,94.50,1
5212,6061.32,90.59,1
5213,6118.10,91.27,1
5214,6101.06,89.60,1
5215,6139.47,94.49,1
5216,6122.22,89.73,1
5217,6161.10,90.38,1
5218,6092.07,89.53,1
5219,6094.99,99.62,1
5220,6147.71,97.05,1
5221,6101.30,87.64,1
5222,6154.72,88.71,1
5223,6085.74,85.22,1
5224,6129.96,83.45,1
5225,6100.99,95.88,1
5226,6087.43,86.42,1
5227,6122.44,93.62,1
5228,6127.24,89.49,1
5229,6061.61,91.19,1
5230,6048.33,91.06,1
5231,6117.98,92.59,1
5232,6131.55,90.66,1
5233,6129.81,93.62,1
5234,6150.06,97.88,1
5235,6148.11,91.89,1
5236,6123.80,88.46,1
5237,6165.59,92.80,1
5238,6196.50,91.22,1
5239,6079.70,94.69,1
5240,6149.93,98.88,1
5241,6144.77,92.28,1
5242,6137.71,91.04,1
5243,6105.06,88.99,1
5244,6144.74,94.50,1
5245,6085.02,96.49,1
5246,6102.95,89.54,1
5247,6117.69,92.26,1
5248,6153.50,93.07,1
5249,6044.81,88.09,1
5250,6168.89,91.56,1
5251,6086.68,95.68,1
5252,6175.17,83.25,1
5253,6080.25,92.00,1
5254,6114.42,92.79,1
5255,6099.28,87.76,1
5256,6114.28,87.34,1
5257,6149.85,93.33,1
5258,6140.45,91.80,1
5259,6117.84,88.63,1
5260,6100.34,94.01,1
5261,6102.67,94.90,1
5262,6179.16,92.12,1
5263,6145.53,90.31,1
5264,6056.37,87.90,1
5265,6132.04,93.35,1
5266,6120.97,89.14,1
5267,6169.50,99.16,1
5268,6094.07,88.20,1
5269,6136.26,90.22,1
5270,6119.46,93.08,1
5271,6092.66,91.82,1
5272,6058.97,85.36,1
5273,6029.98,87.46,1
5274,6091.68,90.56,1
5275,6115.40,84.46,1
5276,6150.37,93.62,1
5277,6092.91,91.04,1
5278,6174.42,94.34,1
5279,6061.87,91.97,1
5280,6133.57,89.19,1
5281,6086.47,101.84,1
5282,6103.83,93.25,1
5283,6010.46,86.26,1
5284,6090.16,89.98,1
5285,6134.32,87.23,1
5286,6121.93,89.44,1
5287,6090.03,90.07,1
5288,6158.19,94.38,1
5289,6113.16,91.50,1
5290,6139.82,90.29,1
5291,6088.29,90.06,1
5292,6042.42,83.37,1
5293,6081.62,88.72,1
5294,6149.31,86.99,1
5295,6083.01,101.81,1
5296,6141.59,90.53,1
5297,6108.74,88.64,1
5298,6120.05,90.98,1
5299,6113.28,82.97,1
5300,6141.44,86.28,1
5301,6092.39,91.16,1
5302,6150.75,92.14,1
5303,6109.75,88.63,1
5304,6124.37,96.25,1
5305,6111.60,95.83,1
5306,6119.48,86.74,1
5307,6115.04,89.86,1
5308,6087.87,90.90,1
5309,6134.72,87.12,1
5310,6066.31,91.99,1
5311,6126.52,94.44,1
5312,6135.04,89.53,1
5313,6042.69,84.54,1
5314,6105.64,88.66,1
5315,6134.31,89.81,1
5316,6118.30,92.85,1
5317,6064.98,91.63,1
5318,6107.75,91.15,1
5319,6137.58,91.57,1
5320,6112.88,96.78,1
5321,6181.52,92.60,1
5322,6095.85,90.72,1
5323,6104.17,92.69,1
5324,6091.18,85.83,1
5325,6059.88,87.19,1
5326,6150.17,87.44,1
5327,6102.05,94.76,1
5328,6137.04,86.44,1
5329,6094.88,89.72,1
5330,6145.17,94.20,1
5331,6105.16,81.47,1
5332,6089.37,89.92,1
5333,6137.03,90.30,1
5334,6144.76,93.13,1
5335,6075.00,84.66,1
5336,6118.41,100.27,1
5337,6135.89,93.39,1
5338,6038.29,87.87,1
5339,6118.36,95.60,1
5340,6161.00,94.47,1
5341,6144.83,92.08,1
5342,6088.67,102.36,1
5343,6140.88,93.11,1
5344,6159.59,88.43,1
5345,6067.05,91.66,1
5346,6125.81,89.37,1
5347,6127.84,85.26,1
5348,6092.00,92.09,1
5349,6170.33,91.32,1
5350,6125.50,88.92,1
5351,6074.05,87.59,1
5352,6149.44,90.09,1
5353,6090.66,90.70,1
5354,6093.84,89.77,1
5355,6151.60,91.12,1
5356,6116.72,91.02,1
5357,6084.03,95.06,1
5358,6112.33,86.22,1
5359,6114.75,99.00,1
5360,6182.61,88.73,1
5361,6091.76,89.66,1
5362,6102.72,88.62,1
5363,6137.41,91.17,1
5364,6052.76,78.37,1
5365,6137.14,100.74,1
5366,6107.64,88.81,1
5367,6090.06,90.52,1
5368,6142.45,88.50,1
5369,6058.84,92.48,1
5370,6120.48,92.76,1
5371,6114.33,98.31,1
5372,6140.61,90.59,1
5373,6154.98,98.27,1
5374,6113.48,83.49,1
5375,6102.81,91.31,1
5376,6105.40,90.40,1
5377,6180.19,99.23,1
5378,6124.14,87.17,1
5379,6171.02,96.96,1
5380,6141.05,95.62,1
5381,6072.96,86.53,1
5382,6078.36,94.67,1
5383,6034.46,88.71,1
5384,6123.98,91.82,1
5385,6122.86,87.82,1
5386,6088.39,96.08,1
5387,6075.09,93.76,1
5388,6175.26,91.27,1
5389,6119.96,92.35,1
5390,6121.38,95.06,1
5391,6136.88,88.64,1
5392,6095.97,82.05,1
5393,6070.62,79.03,1
5394,6125.56,89.94,1
5395,6140.83,87.19,1
5396,6111.77,86.44,1
5397,6115.87,87.57,1
5398,6117.89,86.56,1
5399,6154.59,90.48,1
5400,6105.67,89.23,1
5401,6063.12,91.53,1
5402,6090.18,88.25,1
5403,6111.67,89.80,1
5404,6114.91,91.42,1
5405,6109.64,90.58,1
5406,6111.96,92.45,1
5407,6096.12,95.33,1
5408,6159.91,99.01,1
5409,6153.84,92.32,1
5410,6112.27,98.83,1
5411,6125.73,90.77,1
5412,6124.79,93.35,1
5413,6101.56,97.02,1
5414,6074.55,92.42,1
5415,6143.54,91.89,1
5416,6083.69,92.08,1
5417,6110.37,91.73,1
5418,6172.68,93.10,1
5419,6152.28,90.00,1
5420,6159.36,87.22,1
5421,6112.40,91.93,1
5422,6106.80,87.79,1
5423,6112.38,82.81,1
5424,6069.54,89.98,1
5425,6143.79,91.32,1
5426,6135.60,91.18,1
5427,6130.03,91.10,1
5428,6101.66,94.44,1
5429,6095.02,90.73,1
5430,6112.18,94.59,1
5431,6119.57,89.34,1
5432,6093.02,91.57,1
5433,6126.56,90.59,1
5434,6095.72,87.28,1
5435,6154.14,91.12,1
5436,6090.18,101.37,1
5437,6141.63,92.59,1
5438,6116.30,90.58,1
5439,6123.37,91.89,1
5440,6136.11,85.49,1
5441,6171.27,91.75,1
5442,6175.41,93.26,1
5443,6142.51,87.23,1
5444,6112.10,92.43,1
5445,6091.23,94.00,1
5446,6111.46,92.55,1
5447,6104.42,90.28,1
5448,6125.13,90.07,1
5449,6158.84,95.53,1
5450,6102.78,89.85,1
5451,6097.26,93.27,1
5452,6099.51,89.00,1
5453,6140.56,95.66,1
5454,6127.05,96.14,1
5455,6072.59,88.86,1
5456,6115.74,88.32,1
5457,6114.46,95.37,1
5458,6155.25,91.91,1
5459,6151.11,88.18,1
5460,6113.10,92.48,1
5461,6137.23,92.58,1
5462,6104.76,90.65,1
5463,6105.40,92.91,1
5464,6136.85,92.65,1
5465,6142.11,85.98,1
5466,6100.69,86.41,1
5467,6116.73,98.61,1
5468,6134.66,95.63,1
5469,6118.48,91.20,1
5470,6125.83,91.34,1
5471,6191.16,87.88,1
5472,6080.70,92.10,1
5473,6107.91,90.76,1
5474,6127.55,86.41,1
5475,6123.20,91.77,1
5476,6118.84,94.56,1
5477,6127.29,91.85,1
5478,6122.13,91.77,1
5479,6091.73,85.99,1
5480,6073.61,83.19,1
5481,6126.65,95.33,1
5482,6104.37,93.59,1
5483,6119.29,91.62,1
5484,6119.92,94.37,1
5485,6133.90,100.59,1
5486,6147.73,97.91,1
5487,6115.54,94.66,1
5488,6136.82,92.59,1
5489,6138.95,87.79,1
5490,6121.92,92.43,1
5491,6154.96,93.94,1
5492,6150.16,97.37,1
5493,6118.07,92.34,1
5494,6102.09,84.19,1
5495,6153.59,83.85,1
5496,6137.32,90.97,1
5497,6150.28,92.21,1
5498,6134.79,84.11,1
5499,6076.22,84.61,1
5500,6089.09,87.21,1
5501,6072.27,87.09,1
5502,6144.08,86.25,1
5503,6106.03,90.71,1
5504,6089.83,91.86,1
5505,6149.45,96.13,1
5506,6084.23,84.21,1
5507,6174.55,88.80,1
5508,6152.08,104.17,1
5509,6134.20,93.26,1
5510,6121.52,80.63,1
5511,6132.17,87.81,1
5512,6088.68,93.09,1
5513,6143.66,92.19,1
5514,6141.76,88.12,1
5515,6078.07,92.19,1
5516,6111.59,91.06,1
5517,6124.14,97.49,1
5518,6096.64,82.94,1
5519,6093.41,89.26,1
5520,6118.55,89.88,1
5521,6054.90,84.26,1
5522,6060.94,90.20,1
5523,6118.53,90.46,1
5524,6147.06,89.14,1
5525,6138.05,92.73,1
5526,6108.35,83.52,1
5527,6149.35,89.79,1
5528,6110.39,86.31,1
5529,6083.34,89.36,1
5530,6133.05,84.40,1
5531,6045.04,89.47,1
5532,6139.69,92.33,1
5533,6118.23,88.53,1
5534,6134.16,90.75,1
5535,6143.50,90.07,1
5536,6164.66,93.55,1
5537,6130.46,87.55,1
5538,6097.73,93.32,1
5539,6138.14,91.23,1
5540,6128.10,90.21,1
5541,6105.08,87.42,1
5542,6085.35,91.40,1
5543,6073.59,91.79,1
5544,6073.91,87.23,1
5545,6137.22,93.90,1
5546,6107.17,84.17,1
5547,6174.99,97.23,1
5548,6093.44,98.05,1
5549,6152.24,91.55,1
5550,6109.06,88.93,1
5551,6138.20,90.62,1
5552,6129.28,95.87,1
5553,6124.49,86.61,1
5554,6073.54,86.13,1
5555,6110.05,84.59,1
5556,6087.02,92.13,1
5557,6167.33,91.21,1
5558,6081.29,92.76,1
5559,6145.25,87.01,1
5560,6104.19,91.22,1
5561,6153.22,95.40,1
5562,6104.43,90.90,1
5563,6078.01,93.99,1
5564,6134.05,86.68,1
5565,6105.37,87.89,1
5566,6136.06,93.11,1
5567,6134.48,98.15,1
5568,6131.36,88.77,1
5569,6142.27,92.32,1
5570,6083.67,91.88,1
5571,6130.12,94.43,1
5572,6103.80,95.72,1
5573,6100.81,92.77,1
5574,6104.96,86.62,1
5575,6099.79,84.45,1
5576,6081.22,89.39,1
5577,6094.24,95.02,1
5578,6140.19,92.52,1
5579,6138.90,81.03,1
5580,6088.05,89.05,1
5581,6147.13,88.01,1
5582,6161.09,94.63,1
5583,6142.53,97.81,1
5584,6101.08,94.21,1
5585,6134.78,89.35,1
5586,6104.22,102.67,1
5587,6131.69,89.21,1
5588,6152.07,93.66,1
5589,6097.78,87.10,1
5590,6113.49,87.75,1
5591,6087.51,86.24,1
5592,6104.52,97.62,1
5593,6091.99,90.42,1
5594,6089.25,92.13,1
5595,6122.35,89.94,1
5596,6103.80,95.84,1
5597,6095.67,83.74,1
5598,6136.79,90.75,1
5599,6168.02,85.02,1
5600,6132.99,90.72,1
5601,6171.22,88.94,1
5602,6145.97,95.57,1
5603,6097.56,84.39,1
5604,6124.19,85.58,1
5605,6109.86,93.98,1
5606,6148.97,83.76,1
5607,6092.30,86.55,1
5608,6073.24,94.21,1
5609,6097.74,84.99,1
5610,6088.70,94.99,1
5611,6139.82,81.77,1
5612,6155.55,93.43,1
5613,6128.05,87.79,1
5614,6125.71,87.07,1
5615,6129.58,88.44,1
5616,6114.23,90.66,1
5617,6096.64,91.89,1
5618,6149.48,95.51,1
5619,6131.67,95.21,1
5620,6107.90,91.71,1
5621,6121.36,96.73,1
5622,6094.29,93.03,1
5623,6097.12,89.18,1
5624,6140.81,90.05,1
5625,6135.74,87.08,1
5626,6130.03,91.74,1
5627,6097.07,93.79,1
5628,6120.49,88.24,1
5629,6178.68,93.92,1
5630,6131.96,82.94,1
5631,6126.88,92.12,1
5632,6119.26,94.98,1
5633,6137.94,94.69,1
5634,6101.72,88.58,1
5635,6132.61,93.70,1
5636,6098.39,87.08,1
5637,6127.94,91.05,1
5638,6125.66,83.80,1
5639,6135.32,92.29,1
5640,6097.49,92.39,1
5641,6083.12,83.19,1
5642,6109.99,88.23,1
5643,6041.55,89.34,1
5644,6149.72,89.30,1
5645,6167.83,84.81,1
5646,6128.48,83.09,1
5647,6121.91,93.00,1
5648,6084.50,90.24,1
5649,6130.96,88.28,1
5650,6107.04,89.37,1
5651,6113.92,94.32,1
5652,6088.29,87.14,1
5653,6082.68,92.71,1
5654,6115.48,94.79,1
5655,6077.34,89.27,1
5656,6110.84,89.42,1
5657,6105.79,87.99,1
5658,6109.62,93.42,1
5659,6063.10,94.68,1
5660,6115.82,92.40,1
5661,6148.43,83.13,1
5662,6127.38,93.26,1
5663,6101.69,89.26,1
5664,6116.68,91.38,1
5665,6109.60,90.51,1
5666,6102.90,96.80,1
5667,6132.17,88.54,1
5668,6142.54,93.38,1
5669,6121.99,89.08,1
5670,6103.54,91.82,1
5671,6156.51,90.34,1
5672,6129.69,98.68,1
5673,6105.22,87.59,1
5674,6125.94,97.12,1
5675,6154.22,95.12,1
5676,6111.06,91.37,1
5677,6107.66,90.68,1
5678,6123.00,89.21,1
5679,6100.73,89.11,1
5680,6110.68,94.34,1
5681,6112.90,92.65,1
5682,6133.09,96.67,1
5683,6128.22,98.70,1
5684,6117.86,88.89,1
5685,6123.58,88.03,1
5686,6156.53,93.57,1
5687,6128.82,81.64,1
5688,6088.31,90.77,1
5689,6146.67,83.75,1
5690,6176.14,86.64,1
5691,6071.72,93.12,1
5692,6142.26,96.31,1
5693,6116.48,89.56,1
5694,6115.87,88.16,1
5695,6092.21,88.00,1
5696,6095.49,89.33,1
5697,6129.26,86.26,1
5698,6074.91,89.12,1
5699,6144.51,89.52,1
5700,6094.05,86.81,1
5701,6155.59,98.47,1
5702,6165.53,90.36,1
5703,6114.86,96.38,1
5704,6133.82,92.46,1
5705,6135.65,91.43,1
5706,6140.97,92.73,1
5707,6148.67,89.41,1
5708,6121.89,93.18,1
5709,6133.59,87.44,1
5710,6169.85,93.68,1
5711,6153.97,83.58,1
5712,6115.65,94.73,1
5713,6107.33,84.69,2
5714,6113.50,87.82,1
5715,6098.93,83.85,1
5716,6128.75,90.74,1
5717,6091.74,100.68,1
5718,6117.79,91.99,1
5719,6096.61,90.04,1
5720,6062.46,86.30,1
5721,6085.11,90.21,1
5722,6091.89,88.78,1
5723,6135.62,87.82,1
5724,6081.05,102.28,1
5725,6132.46,88.51,1
5726,6092.89,85.85,1
5727,6141.07,91.47,1
5728,6130.28,97.65,1
5729,6134.66,96.28,1
5730,6183.48,87.69,1
5731,6123.80,91.93,1
5732,6085.47,91.92,1
5733,6160.58,95.07,1
5734,6103.41,93.63,1
5735,6108.79,90.77,1
5736,6157.12,90.72,1
5737,6107.05,88.95,1
5738,6117.65,95.12,1
5739,6065.21,91.47,1
5740,6137.32,92.70,1
5741,6111.87,86.19,1
5742,6070.20,93.97,1
5743,6096.34,79.99,1
5744,6107.58,93.47,1
5745,6150.45,91.52,1
5746,6149.95,94.17,1
5747,6141.63,86.76,1
5748,6137.15,95.58,1
5749,6117.75,95.61,1
5750,6133.95,84.42,1
5751,6123.86,93.04,1
5752,6140.43,88.19,1
5753,6108.45,82.70,1
5754,6091.22,90.88,1
5755,6109.03,92.40,1
5756,6160.61,91.71,1
5757,6165.51,94.47,1
5758,6163.64,90.91,1
5759,6092.16,82.78,1
5760,6104.09,85.63,1
5761,6089.25,94.45,1
5762,6135.63,92.01,1
5763,6132.33,86.65,1
5764,6117.35,91.20,1
5765,6142.87,92.01,1
5766,6087.44,95.72,1
5767,6100.72,99.94,1
5768,6179.16,82.83,1
5769,6142.22,89.19,1
5770,6144.97,92.86,1
5771,6105.81,90.00,1
5772,6125.85,85.77,1
5773,6147.70,88.12,1
5774,6119.69,89.08,1
5775,6124.83,86.98,1
5776,6097.65,89.08,1
5777,6100.82,84.41,1
5778,6107.90,83.23,1
5779,6064.85,92.74,1
5780,6104.00,90.83,1
5781,6087.99,87.29,1
5782,6124.85,90.36,1
5783,6085.43,86.92,1
5784,6106.00,90.13,1
5785,6111.04,94.10,1
5786,6142.69,98.05,1
5787,6190.78,96.82,1
5788,6080.84,93.20,1
5789,6112.03,94.28,1
5790,6186.23,91.71,1
5791,6089.97,87.96,1
5792,6102.44,90.55,1
5793,6153.96,96.14,1
5794,6102.19,88.89,1
5795,6122.71,89.13,1
5796,6100.33,86.87,1
5797,6125.32,87.53,1
5798,6103.71,84.85,1
5799,6113.09,95.04,1
5800,6092.47,87.61,1
5801,6088.25,92.07,1
5802,6104.51,90.32,1
5803,6171.09,91.99,1
5804,6155.30,92.47,1
5805,6111.23,93.41,1
5806,6077.31,89.29,1
5807,6120.53,84.36,1
5808,6145.01,91.54,1
5809,6096.23,96.25,1
5810,6100.74,95.33,1
5811,6143.53,92.23,1
5812,6147.01,91.51,1
5813,6137.35,90.73,1
5814,6131.74,99.12,1
5815,6158.33,85.57,1
5816,6129.50,93.71,1
5817,6109.69,78.88,1
5818,6055.78,97.02,1
5819,6158.52,87.52,1
5820,6164.76,95.78,1
5821,6133.07,85.65,1
5822,6152.09,89.88,1
5823,6090.35,93.10,1
5824,6067.98,87.39,1
5825,6119.98,83.60,1
5826,6125.92,93.29,1
5827,6139.48,93.45,1
5828,6158.20,88.01,1
5829,6130.05,87.45,1
5830,6122.10,98.47,1
5831,6137.24,87.42,1
5832,6177.49,97.48,1
5833,6080.57,96.85,1
5834,6147.92,97.04,1
5835,6093.86,90.89,1
5836,6229.57,101.43,1
5837,6102.03,89.54,1
5838,6123.55,92.19,1
5839,6136.58,88.43,1
5840,6162.38,91.12,1
5841,6090.56,86.15,1
5842,6096.05,92.69,1
5843,6111.22,95.95,1
5844,6148.82,95.40,1
5845,6101.92,85.90,1
5846,6121.34,87.20,1
5847,6080.98,87.48,1
5848,6160.93,94.64,1
5849,6138.64,91.33,1
5850,6133.32,89.99,1
5851,6126.56,94.36,1
5852,6087.44,94.62,1
5853,6111.60,85.40,1
5854,6119.52,90.42,1
5855,6102.43,84.84,1
5856,6111.70,97.24,2
5857,6083.99,93.83,1
5858,6149.81,88.97,1
5859,6101.32,89.15,1
5860,6166.40,91.76,1
5861,6119.70,83.95,1
5862,6080.09,90.73,1
5863,6108.38,87.40,1
5864,6112.54,95.87,1
5865,6090.72,90.38,1
5866,6103.72,86.12,1
5867,6151.96,91.83,1
5868,6078.91,89.80,1
5869,6091.14,87.16,1
5870,6086.02,89.03,1
5871,6120.82,96.26,1
5872,6125.78,95.96,1
5873,6082.97,94.97,1
5874,6119.10,91.41,1
5875,6106.78,88.72,1
5876,6060.71,92.29,1
5877,6079.74,89.84,1
5878,6149.75,90.36,1
5879,6106.56,87.78,1
5880,6193.54,95.25,1
5881,6164.18,90.48,1
5882,6119.74,86.42,1
5883,6151.01,87.41,1
5884,6105.54,87.29,1
5885,6112.82,88.32,1
5886,6127.49,78.35,1
5887,6082.95,95.73,1
5888,6091.49,92.80,1
5889,6088.47,91.66,1
5890,6099.80,89.82,1
5891,6164.88,89.42,1
5892,6117.07,89.16,1
5893,6093.46,92.93,1
5894,6106.12,92.91,1
5895,6191.59,90.87,1
5896,6072.67,80.38,1
5897,6102.99,90.22,1
5898,6102.71,91.40,1
5899,6077.99,91.18,1
5900,6114.19,96.57,1
5901,6098.01,87.15,1
5902,6107.75,91.69,1
5903,6113.21,90.81,1
5904,6123.02,91.78,1
5905,6079.64,84.80,1
5906,6158.96,86.89,1
5907,6066.45,90.36,1
5908,6144.41,89.20,1
5909,6083.27,94.45,1
5910,6103.29,89.60,1
5911,6137.58,100.88,1
5912,6080.93,94.04,1
5913,6137.46,92.35,1
5914,6140.03,87.50,1
5915,6146.23,90.32,1
5916,6109.22,91.64,1
5917,6112.07,91.59,1
5918,6112.75,88.42,1
5919,6133.57,87.43,1
5920,6093.53,88.71,1
5921,6098.43,86.84,1
5922,6107.90,89.58,1
5923,6108.59,90.02,1
5924,6157.69,95.75,1
5925,6045.43,93.07,1
5926,6095.50,95.95,1
5927,6143.59,89.72,1
5928,6098.10,92.43,1
5929,6122.20,96.89,1
5930,6132.70,92.80,1
5931,6135.09,84.46,1
5932,6117.23,93.43,1
5933,6069.78,82.79,1
5934,6139.39,91.13,1
5935,6089.20,79.02,1
5936,6057.80,87.71,1
5937,6103.76,105.77,1
5938,6156.27,87.95,1
5939,6121.00,92.55,1
5940,6128.78,93.59,1
5941,6103.11,88.64,1
5942,6103.97,90.17,1
5943,6098.64,87.01,1
5944,6074.58,88.06,1
5945,6112.80,94.31,1
5946,6089.60,92.49,1
5947,6111.12,89.61,1
5948,6119.14,96.68,1
5949,6139.25,94.12,1
5950,6120.84,98.64,1
5951,6086.11,86.83,1
5952,6063.79,98.85,1
5953,6149.86,91.05,1
5954,6083.74,85.91,1
5955,6136.63,89.08,1
5956,6139.09,95.53,1
5957,6151.75,90.79,1
5958,6147.75,93.17,1
5959,6156.03,87.80,1
5960,6103.91,95.84,1
5961,6128.91,97.05,1
5962,6135.93,86.03,1
5963,6086.63,93.42,1
5964,6130.88,95.26,1
5965,6085.50,86.91,1
5966,6094.88,97.28,1
5967,6147.44,89.40,1
5968,6079.78,83.85,1
5969,6124.99,87.55,1
5970,6143.32,98.94,1
5971,6139.42,92.14,1
5972,6179.78,94.17,1
5973,6148.46,92.55,1
5974,6166.28,86.32,1
5975,6126.07,94.27,1
5976,6158.69,94.65,1
5977,6073.44,92.10,1
5978,6077.48,88.33,1
5979,6063.25,92.05,1
5980,6151.97,89.09,1
5981,6147.43,94.87,1
5982,6137.84,93.70,1
5983,6158.17,92.61,1
5984,6104.69,96.96,1
5985,6121.78,95.76,1
5986,6077.80,89.21,1
5987,6088.85,91.29,1
5988,6105.31,87.21,1
5989,6120.03,85.65,1
5990,6154.80,87.15,1
5991,6150.56,94.61,1
5992,6078.52,93.72,1
5993,6165.79,89.72,1
5994,6090.65,94.32,1
5995,6122.28,86.25,1
5996,6133.34,92.61,1
5997,6126.57,88.80,1
5998,6097.95,95.34,1
5999,6114.49,83.65,1
6000,6137.31,88.35,1
6001,6116.72,91.44,1
6002,6123.13,85.72,1
6003,6076.39,91.79,1
6004,6090.51,95.75,1
6005,6146.95,95.52,1
6006,6115.11,87.05,1
6007,6109.28,88.05,1
6008,6158.58,92.87,1
6009,6095.27,89.92,1
6010,6151.00,88.54,1
6011,6062.17,90.19,1
6012,6086.74,86.01,1
6013,6086.13,88.68,1
6014,6126.09,92.01,1
6015,6125.19,94.67,1
6016,6157.97,99.09,1
6017,6131.14,93.74,1
6018,6159.62,88.55,1
6019,6139.08,91.58,1
6020,6140.19,85.12,1
6021,6077.51,84.45,1
6022,6091.34,88.59,1
6023,6156.83,96.21,1
6024,6112.79,95.66,1
6025,6132.15,85.24,1
6026,6138.52,86.53,1
6027,6118.47,92.51,1
6028,6078.15,89.89,1
6029,6121.76,95.73,1
6030,6101.92,91.07,1
6031,6085.51,90.35,1
6032,6135.63,96.30,1
6033,6108.00,87.74,1
6034,6133.23,82.35,1
6035,6075.48,87.39,1
6036,6108.49,88.34,1
6037,6122.62,84.01,1
6038,6115.28,94.50,1
6039,6145.43,84.09,1
6040,6112.71,88.55,1
6041,6162.35,87.74,1
6042,6140.49,95.19,1
6043,6143.79,89.55,1
6044,6127.61,88.51,1
6045,6119.45,90.83,1
6046,6096.12,86.86,1
6047,6163.99,95.57,1
6048,6124.58,92.37,1
6049,6101.26,82.52,1
6050,6158.41,91.29,1
6051,6119.28,94.04,1
6052,6129.90,90.97,1
6053,6086.44,88.37,1
6054,6124.21,93.47,1
6055,6153.40,88.96,1
6056,6130.85,88.51,1
6057,6158.51,85.80,1
6058,6104.93,90.38,1
6059,6105.93,84.44,1
6060,6136.06,85.66,1
6061,6114.18,92.11,1
6062,6076.51,90.82,1
6063,6154.71,94.45,1
6064,6136.40,88.80,1
6065,6088.26,88.61,1
6066,6157.34,86.22,1
6067,6145.04,91.91,1
6068,6123.35,90.09,1
6069,6037.52,84.49,1
6070,6111.80,93.87,1
6071,6102.55,83.95,1
6072,6169.80,95.10,1
6073,6095.33,86.53,1
6074,6057.52,90.86,1
6075,6133.07,90.63,1
6076,6102.58,92.24,1
6077,6135.92,82.09,1
6078,6124.02,96.14,1
6079,6037.84,82.12,1
6080,6155.41,90.53,1
6081,6125.48,96.38,1
6082,6209.64,85.29,1
6083,6086.23,91.63,1
6084,6126.25,89.85,1
6085,6065.85,90.58,1
6086,6090.37,90.21,1
6087,6145.87,90.15,1
6088,6166.07,90.60,1
6089,6119.32,88.32,1
6090,6123.63,96.46,1
6091,6099.95,101.39,1
6092,6115.28,88.92,1
6093,6085.07,88.26,1
6094,6140.78,99.69,1
6095,6145.54,90.63,1
6096,6105.02,92.38,1
6097,6054.93,84.27,1
6098,6137.78,97.08,1
6099,6096.80,89.75,1
6100,6138.91,98.05,1
6101,6091.92,94.05,1
6102,6118.16,91.00,1
6103,6193.12,93.53,1
6104,6094.23,96.22,1
6105,6131.04,87.65,1
6106,6128.19,86.26,1
6107,6123.35,92.95,1
6108,6123.51,85.39,1
6109,6083.28,91.25,1
6110,6085.39,85.19,1
6111,6115.69,90.79,1
6112,6117.29,92.38,1
6113,6138.66,91.62,1
6114,6117.61,87.42,1
6115,6129.69,86.12,1
6116,6128.10,98.79,1
6117,6120.32,95.67,1
6118,6120.77,94.47,1
6119,6122.48,91.09,1
6120,6109.01,83.24,1
6121,6155.20,94.53,1
6122,6114.77,88.11,1
6123,6099.50,88.85,1
6124,6144.20,89.98,1
6125,6130.53,92.65,1
6126,6109.26,92.40,1
6127,6162.52,89.38,1
6128,6136.73,84.08,1
6129,6095.90,88.24,1
6130,6126.34,86.05,1
6131,6127.95,89.78,1
6132,6129.27,93.08,1
6133,6148.40,90.54,1
6134,6124.32,93.75,1
6135,6140.70,90.39,1
6136,6125.45,89.06,1
6137,6169.07,96.00,1
6138,6102.08,87.62,1
6139,6124.75,91.51,1
6140,6116.94,98.45,1
6141,6182.01,85.11,1
6142,6092.01,85.87,1
6143,6110.46,89.63,1
6144,6044.99,93.51,1
6145,6141.42,87.95,1
6146,6111.77,93.16,1
6147,6130.45,95.73,1
6148,6127.83,101.04,1
6149,6115.57,86.86,1
6150,6106.71,90.08,1
6151,6112.74,86.55,1
6152,6105.34,83.29,1
6153,6131.42,85.42,1
6154,6137.07,90.90,1
6155,6135.04,93.05,1
6156,6126.68,92.52,1
6157,6134.12,86.59,1
6158,6174.87,94.92,1
6159,6100.00,90.77,1
6160,6109.34,91.50,1
6161,6102.31,90.95,1
6162,6072.38,85.81,1
6163,6120.33,91.77,1
6164,6133.53,87.39,1
6165,6089.05,86.01,1
6166,6098.97,94.06,1
6167,6207.15,97.54,1
6168,6140.18,87.06,1
6169,6109.21,93.25,1
6170,6143.48,93.31,1
6171,6159.46,96.63,1
6172,6103.31,92.25,1
6173,6099.50,90.31,1
6174,6105.90,89.85,1
6175,6106.64,88.76,1
6176,6088.91,92.71,1
6177,6098.14,85.65,1
6178,6120.85,95.21,1
6179,6125.15,86.53,1
6180,6108.96,95.47,1
6181,6095.92,91.82,1
6182,6071.11,95.63,1
6183,6095.84,88.48,1
6184,6098.59,96.58,1
6185,6097.81,93.03,1
6186,6068.25,91.36,1
